smiles,gap
c1cc(nc(c1N)F)O,0.1825
NC(CCC#N)CC#N,0.2897
CC(O)CC(O)C1CN1,0.2886
CC1(N)CC(=O)NC1=O,0.2289
CC1=CCCOCC1=O,0.1869
CCC(CCCO)OC,0.3238
C(CNC(=O)CO)C#N,0.2714
CC#CC(O)C1(O)CC1,0.2938
CC1CC(C#N)C1C#N,0.321
CCC(CCCO)C#C,0.3123
CCN=CN1CC1C#N,0.2485
Cc1cnc(c(n1)N)O,0.181
CC1C(C)C1(CO)C=O,0.2286
CC1OCCCC(=O)O1,0.2721
CCOC(=O)N(C)C=N,0.2498
CC(C([NH3+])C#C)C([O-])=O,0.2641
NC1=CC(=N)C(O)=CN1,0.1852
c1nc(nc(n1)F)N,0.228
CCCn1c(=O)[nH]cn1,0.234
c1coc(n1)OC=O,0.2208
CC1=CC(=O)C=CCN1,0.1691
CC1(C(=CCO1)CO)C,0.2517
OC(C=O)C#CC=O,0.1987
CCCCC#CC#C,0.2315
CN1C(=N)CNC1=O,0.2477
c1coc(n1)C#CC=O,0.1633
CC1(O)CCC(=N)OC1,0.2768
C1C(OCO1)(CO)CO,0.3242
OCC1=NOC(=N)C=C1,0.167
CC(C)C#CC(O)CO,0.2777
CC#Cc1c(nc[nH]1)C,0.203
CCC(C#C)C#CC#C,0.2287
CC1CC(O)CC(=N)O1,0.2774
CCNC(=O)N(C)C=N,0.2515
CC(CO)C1CC1CO,0.3336
CN=C1CCCO1,0.2752
COC(=NC1COC1)N,0.273
CCC(O)C(C=O)C#C,0.2156
CC(=O)C1(C)OC1(C)C,0.2201
N=C1NCCC1=O,0.1866
CNC(=O)C1OCC=C1,0.2341
CC(C)C1(CC1)CO,0.3355
c1nc(no1)C#CCO,0.2151
CC1(CC#N)C(O)C1O,0.2736
Cc1c(nno1)N,0.1986
CCN(C)C(C#N)C#N,0.2348
CC(O)C#CC1NC1C,0.2682
c1c([nH]cn1)C=O,0.193
OCC(CNC=[NH2+])=N[O-],0.2235
CC1=CC(=O)CCOC1,0.1887
c1cc(c(c(c1)F)N)N,0.213
Cc1c[nH]c(c1N)OC,0.2269
OCC1=CC(=O)C(O)C1,0.194
CN(CCO)C(=N)C=O,0.1559
CCC(C)(C)OC(=O)N,0.3168
N=C1NC(=O)C(=C1)C#N,0.1748
CC1CC(O)C1NC=O,0.2715
CC(=O)CC(=O)CC=O,0.1961
CCCN(C=O)C(=O)N,0.2531
Cc1cc(ncc1O)F,0.2007
CC1OC=NCCC1O,0.2581
c1c(cncn1)CC=O,0.2049
CCOC1CC(C1)OC,0.3221
CC1(O)CCCC(=O)C1,0.226
CC(C)C(=O)CC(=O)C,0.2106
Cn1ccc(=O)c(c1)O,0.1851
CCC#CC(=N)NC=O,0.2158
CN=CN(CC#N)C=O,0.2285
CC(C=O)C(C)(C)C#N,0.2196
CC(O)C(O)C(C)(C)C,0.311
COC1OCCNC1=O,0.262
NC(=O)NCC1CO1,0.3038
OCCC(CC#C)C=O,0.2253
CCC(CO)C(C)OC,0.3185
COCCCC(O)C=O,0.216
NC(=O)C(O)C(O)C#N,0.2694
COC(C#C)C#CC=O,0.203
CC1=C(NCCC1=O)C,0.1801
CN1N=NC(=N)N=C1O,0.1717
C(C#CCOC=O)C#N,0.2735
OC(C=O)C1CC(=O)C1,0.1956
CC(O)(CO)C(O)C=O,0.2305
CC1=CC(OC=N)=CO1,0.2262
CCC(CC)COC,0.3375
CC#CCC1(CC1)O,0.2931
N=C1NC(=O)C=CO1,0.2073
c1c(nco1)N,0.2164
CNc1cccc(c1)O,0.205
CC1CC(C)=CC(C)O1,0.2601
CC(C)Nc1n[nH]nn1,0.2046
COC=NC(C)C(C)=O,0.214
OC1=NC=NOC1=N,0.1779
OC(C#C)C(=N)N1CC1,0.2561
CCC1C(C)C(O)C1C,0.3056
CC(O)CC(=O)C#N,0.2005
O=C1NCCNC1C#N,0.2605
c1c([nH]nc1N)CC#N,0.2261
CC1CCC(C)=CC1C,0.2616
C#CCN=C(C#N)N,0.223
CCN1CC(O)C1C#C,0.2575
CC(O)C1CC(C)C1O,0.2988
CC(C)(O)C1COC=N1,0.2657
CC1(C)OC(=O)NC1=N,0.2688
CN(C)c1cc(co1)O,0.2155
CCC1CCCCCO1,0.3234
CCc1ccn(c1C)C,0.2386
N=C1CCOCC(=O)O1,0.2417
OC1CCC1OC=O,0.2715
c1c[nH]c(c1N)NC=O,0.192
CC(C)C(=O)COC,0.2308
CC#CC(C)CC(C)C,0.2996
CC#Cc1c[nH]nc1C,0.2212
c1c([nH]c(=O)c(=O)[nH]1)N,0.1685
N=COCC#CCC#C,0.2789
CCC#CC1COC1=N,0.2735
CCC1CCN(C)C1=O,0.2681
NC(C#N)C1(N)CC1,0.2806
CCN=CN1CCC1=O,0.2235
N=C1CC(OCO1)C#N,0.266
CCOCC(C)CO,0.3259
C1COC(=O)C1=O,0.1722
CCC(N)C1(CN1)C#N,0.2901
CC1OC(C)C1CC#C,0.2935
CCc1cc(nn1C)C,0.255
CN=COC(C)CCO,0.2724
CC#CCOC(=O)C#C,0.2171
CCC(O)C1OC1C#C,0.2774
O=C1OCCC(O1)C#N,0.2898
COC1(COC1C)C=O,0.2089
c1c(=O)c(c([nH]n1)O)N,0.1901
CC#CCNCCC#N,0.2797
CC1C(C(O)C=O)N1C,0.1863
CC(N1CC1)C(F)(F)F,0.3265
CC1OC(CO)C1(C)C,0.311
OCC1NCCOC1=O,0.2447
COCc1coc(=O)o1,0.2544
CC1COCCOC1,0.3259
C#Cc1nc(co1)O,0.1805
CNCC(=O)C#CC#N,0.1337
CC1CC1N=C(N)C#N,0.1997
CCC1(C)CC=CCO1,0.2671
Cc1c(ccc(n1)N)F,0.1893
OC1COCC(=C1)C#C,0.2112
c1cc(c(nc1)N)O,0.1944
CC#CC(C#C)C(N)=O,0.2587
OC1CC=CCC(=O)C1,0.218
CC(=Nc1ccno1)N,0.1841
CCOC(CCO)C=O,0.2114
OC1C=CCOCC=C1,0.2168
O=CCCC(C=O)C#C,0.2094
CNC(CC#N)C(C)=O,0.2062
CC1=C(F)ON=NC1=O,0.1997
CC1NC1(C)C#CC#C,0.2104
CCOC(C)(C)CCO,0.3231
O=C1CC(N1)C#C,0.274
CC1OCC(CC#N)=C1,0.238
C#CCc1c[nH]c(=O)o1,0.2391
CC#CC(C)(O)C(C)=O,0.217
CC(=O)N(C=O)C(=O)C,0.2332
CC(=O)C#CCN(C)C,0.1781
CC(C1CC1)C(=O)C#N,0.2006
C#CC#CC1(CO1)C#N,0.2098
NC(=O)CC1COC=N1,0.2381
CC1(C)CC(O)C1=O,0.2178
[NH3+]CC1(C[N-]C1=O)C#N,0.2288
CCC(OC)C(C)C#N,0.3
COC=NCCCC#N,0.2691
CC1C(O)C1(O)CC#C,0.2647
c1c(onc1N)C(=O)N,0.1971
c1c(nn[nH]1)COC=O,0.2551
CC(=O)Nc1[nH]ccn1,0.2009
OCCC(C=O)C1CN1,0.2082
CC(=O)C1OC1(C)CO,0.2214
O=C1CNC(C=C1)C#N,0.1644
FC1=CNC(=N)N=C1,0.1464
Cc1cnc(c(n1)C)F,0.2048
NC(=O)N1C=CNC1=N,0.2102
CCC1CN1C(N)=O,0.2856
Cc1c(nc([nH]1)C)C#N,0.2224
CCC1(O)CNC1=NC,0.2591
CCc1ccoc1C,0.2335
OCCC(O)C(O)C#N,0.2827
CC#CCC(=O)NC=N,0.2268
[NH3+]CCC(CO)C([O-])=O,0.2713
COC1=COC(=N)N=C1,0.1505
NC1=NON=C1OC=N,0.207
Cc1c(n[nH]c1OC)C,0.2567
COCCC1CC1C,0.3407
CC1=CCCOCC1,0.2486
COC1OCC=C1,0.2621
CC(NCCCO)C#N,0.2717
COC(CO)C(O)C#N,0.2802
CC(C)N(C=O)C=O,0.214
C1C(=CNC1=O)NC=O,0.1843
CCOCC#CCCO,0.2857
NC(=O)NC1CC1C#C,0.272
CC1CC1(O)CC#C,0.2919
CCCC1NC1C#C,0.2821
CC1OC(=N)C(CO)=C1,0.2204
CN=C1OC(C)C1C=O,0.2167
CC#CC#CC(C)CO,0.2266
CCc1c(onc1O)C,0.246
CCN=C1OCC1C#C,0.2719
c1c(nc(o1)N(=O)=O)O,0.155
COC1=CNN=CC1=N,0.1705
O=CC1COCCCO1,0.215
COCC1CCC(=N)O1,0.2871
COC(C(=O)N)C(=O)N,0.2371
CC1COCCCOC1,0.3143
NC1(CC1C#N)C#N,0.2759
CCC1(COC1=O)OC,0.2586
CC1COC(=O)CN1C,0.2466
c1c(nn(n1)C=O)O,0.1996
CC1(CC=CCO1)C=O,0.2116
CC1C(NC1=[NH2+])C([O-])=O,0.2487
CC1CC=CC=CC1C,0.1906
C1C(CO1)C(=O)CCO,0.229
CNc1[nH]cc(n1)C#N,0.2032
c1c(cnc(c1F)F)O,0.2006
CCOC(CO)CC#N,0.3035
N=C1ON=NC=CC1=O,0.1478
CC(=O)C1(C)CN1C=O,0.2154
CN=COCC1CC1O,0.272
COc1ccoc1C#N,0.1945
CN(CC1CO1)C=O,0.272
CN=C1OC(=O)CC1O,0.2549
CC1(CC(O1)(C)C)C,0.3135
NC(=O)C1COC(=N)C1,0.266
CC(O)CCOC(C)=N,0.2929
CC(=NCC=O)OC,0.2229
C1CC(=O)COCC1=O,0.2037
CCC1CN=CO1,0.2716
CCN=C1CNC(=O)N1,0.2475
CCC1(C)CC1(O)C#C,0.2737
C(#Cc1n[nH]nn1)C#N,0.2027
c1c([nH]nc1O)NC=O,0.2068
CC1C(C)C1(O)C(N)=O,0.2675
Cn1c(nc(n1)C#C)O,0.2179
OC(C#C)C1COC1=O,0.2753
CC#CC#CC1CN1C,0.2043
O=CCC1(CCO1)C#N,0.2208
CC(OCC1CC1)C#N,0.2949
c1c(n(cn1)C=O)C#N,0.1874
COC(=O)CC(=O)N,0.2432
CC(N)=[NH+]C1=CC=N[N-]1,0.1608
CC1CCC(=O)CN1C,0.2049
CNc1c(nno1)CN,0.2
COC(C)CCC#N,0.3089
CCNc1c(nn[nH]1)N,0.2196
C(C=O)N(CC=O)C=O,0.2012
COC(=O)C1CC1C#N,0.2724
c1c(nc(c(n1)F)O)N,0.1775
OC1CNC1C(=O)C=O,0.1349
CC(=O)NC(=N)C1CO1,0.2394
CC(O)C(C)C#CCO,0.2759
CNC(=O)C(C)C(C)=O,0.2099
N=COC(=O)C(=O)C#N,0.1633
C#Cc1nc(co1)N,0.1735
CCC(=O)CC(O)C#C,0.2284
CN=C(N)N(C=N)C=O,0.2041
C1CCOCCOC1,0.3164
CC1OC(C)C1OC=O,0.259
COC(=O)NC(C)CO,0.3062
Cn1ncc(=NO)cn1,0.1581
OC1CC=CC1C#C,0.2645
OC(C#C)C1CN1C=O,0.2528
Cc1cc(oc1)N,0.2261
C#Cc1c(=O)cc[nH]n1,0.174
CC(O)(CO)CC(N)=O,0.2709
Cc1nc(no1)CO,0.2527
CCCN(C=N)C(=O)C,0.2336
CCc1c(c([nH]n1)C)C,0.252
C#CCCOCC1CC1,0.311
CC(C)(O)C1CN1,0.2944
COC1(C)CNC(=O)O1,0.3155
CCOC1=NCCC1=O,0.187
CNC(=O)NC(=O)C=O,0.1619
C#CC#C,0.2386
CCC(C)(CC)O,0.324
CCC1COCC1CC,0.3227
CCC1(CC)C(C)C1C,0.3253
OCC(CC#N)OC=O,0.2842
CCc1cc(c[nH]1)OC,0.2323
CCCCC1CC1C,0.3528
CC(C=O)N=C(N)C=O,0.1739
CC1(CO1)C(=O)NC=O,0.2147
CC#CCN=C(C=O)N,0.1851
Cc1ccc(cc1N)F,0.2115
CC1C(O)C(C)C1(C)O,0.3076
c1c(nnnn1)CCO,0.165
OCC(=O)CC1CCO1,0.2194
COC(=O)C(O)CC=O,0.2242
CC#Cc1cnno1,0.1963
CC(=O)n1c(=O)onn1,0.217
CN(C=O)C(C#N)C#N,0.2553
CCC(CC)C(C)OC,0.3275
C(#N)c1c(nc([nH]1)N)O,0.1993
COc1cnc(=O)oc1,0.1618
CCC(=O)OC1CC1,0.2835
C1CC(=O)NC(=O)OC1,0.2439
COC1CCOC1=O,0.2494
CNC(=O)C(O)CCO,0.2722
OCC1CC=C(C1)C#N,0.2207
CC1=COC(=O)OC1=N,0.2123
N=C1NC=C(C=O)N=C1,0.1606
COC(CO)C(C)=O,0.2198
c1c(nno1)CCO,0.2241
CC1C(CO)CNC1=O,0.2735
c1ccccoccc1,0.1942
c1conc1NC=N,0.2198
CCC(C)OC1CC1O,0.2981
CC(CO)OC(=O)C#N,0.2183
CC1CCNC=CC1=O,0.1865
CCOC1(COC1)CO,0.3125
CC(O)CC1NC1CO,0.3055
CNC1(C)CC1(N)C#N,0.2559
CC#CC1NCC1C#N,0.2636
CC(=NO)C1NC1CO,0.248
CC1(C)N=COCC1O,0.2646
c1cc(nc(c1)F)O,0.2137
CC1C=CCCCC1O,0.2593
Cc1c(ncnc1O)C,0.2254
CC1=C(C=O)C(O)CC1,0.1882
CCCn1cncc1C,0.2454
COC1CCC1(O)CO,0.2999
CC1CC(C)C1OC=O,0.2871
COC(C)C1CN1C=O,0.2533
CC1(C)C(O)CC1C#N,0.3051
C1C(CN1C=O)CC#N,0.2638
COC1(CO)CCC1C,0.3034
CN(C1CC1)C(=O)N,0.278
c1c(c(co1)CO)CO,0.2436
Cc1c(c(n[nH]1)CO)N,0.2151
CC#CC(N)C(O)C#N,0.2538
C(C(CO)O)O,0.3096
O=C1COC1CC#C,0.2172
CC(C)C1(CCO1)C#N,0.2834
C(COCCC#N)C=O,0.2284
CC(C)OCCC1CO1,0.3361
CCOC1CCCC1O,0.3093
CC1=NNC(=N)C(O)=N1,0.1677
CC(CO)CC#CC=O,0.2054
C1C(CO1)(C#CC#N)N,0.2184
C#CC1=CCC(=O)C1=O,0.1391
COC=NCCC#N,0.2696
Cn1cnc(=O)cc1F,0.2099
C#CC1CCC(O1)C#C,0.2845
CCOCC(NC)C#N,0.2671
CCc1cc(cnc1)C,0.2247
c1c(oc(=O)o1)CC#N,0.2518
CCCC1(C)CCO1,0.319
c1c(n(c(=O)o1)C=O)N,0.1921
CCC(O)C1=CC=NN1,0.2573
OCCC(O)CCC=O,0.2299
CN(C)C(=O)C1(C)CO1,0.2604
CC(CC1CC1)C(N)=O,0.2766
OC1C(COC1=O)C=O,0.2273
NCC[NH2+]CC([O-])=O,0.2676
NC1=CC=C(OC=N)O1,0.2051
CCC(C(C)[NH3+])C([O-])=O,0.1451
CC(=O)C(C#N)N1CC1,0.2209
CCC#CCC(C)CC,0.2963
CCc1ccc(cc1)F,0.226
C1CC(C1)OCC=O,0.2288
CC1C(C)C1C(C)(C)C,0.3227
CC1OCC1OC(C)=O,0.2593
[NH3+]C1CC(C=C1)C([O-])=O,0.204
Cc1nnn(n1)C(=O)N,0.2299
CCCC1CC(O1)C#N,0.2802
CC1OCC(C=O)=C1N,0.183
CC1(O)C(O)CCC1=O,0.2185
O=C1NCC1OCC#C,0.2511
CCCC1(C)CN1CC,0.3025
CC1(OCOC1=N)C#N,0.2761
C1C=C(CO1)C#CC#N,0.1757
FC1=NC=C(F)C(=N)N1,0.1883
CCOC(C)(C)C#N,0.301
CCCC(C)(C)OCC,0.3249
OC(C#N)C#CC1CN1,0.2378
Cc1ccc([nH]1)C#C,0.196
CCC(C)(O)CC#N,0.3092
CC(O)C(CC#C)C#N,0.294
C1CN=COCCOC1,0.2542
CC(C#C)C1CCCC1,0.3125
CCCCC(C)C#C,0.3154
CC(C=O)C#CCC#N,0.2204
CCCC#CC(=N)OC,0.2379
CC(O)(C#C)C(N)=O,0.254
C1CC1OCCC#N,0.2959
c1(n[nH]c(=O)o1)N,0.2539
CC(C)(O)C(O)C#N,0.2883
CC(O)C1OC1C#C,0.2778
CCCNc1ncon1,0.2207
NC1=NCCOC1C#C,0.2454
OC(C=O)C1CCC1,0.2334
CC(=O)CC(C)(O)CO,0.217
CC(CO)N(C)C=O,0.2707
CC1CC(C)OCO1,0.3492
NC(=O)C1(N)COC1=N,0.2409
c1c(cn(n1)CC=O)O,0.182
CN=c1[nH]cc(o1)C#N,0.1734
COC1(C)CN=C(N)O1,0.2823
CC(C)C(=O)NC(=O)C,0.2199
CCCCOC1CC1,0.333
OC1CC1C=O,0.2289
CC(C)C(C)(C)OC,0.3217
COC(CC#C)C1CO1,0.3099
CC#Cc1c(cco1)C,0.1938
CC(C)C(C)C(C)O,0.3303
CC(=O)N1CC(=NO)C1,0.2301
O=C1ON=NC(=C1)C#C,0.1628
O=CN1CC(=O)C1C#C,0.2063
CCn1ncc(n1)C=O,0.1986
CCCOCC#CC#N,0.2271
c1nc(c(o1)C#N)N,0.1896
Cc1c(oc(c1N)C)C,0.2161
CC(CC1CC1C)C#N,0.3191
CC(=O)C(O)C(O)C#C,0.2251
CCC(CC#C)C(C)=O,0.2256
c1c[nH]c(=NCC#N)[nH]1,0.2203
CC1CCCCC=C1,0.2565
CC1=C(CC(=O)CC1)C,0.2212
CCC(C)(CC)CCO,0.3317
CC1(CCC1)C(F)(F)F,0.3955
Cc1ncc(c(n1)O)F,0.2195
CN(CCC=O)C(=O)N,0.2152
Cn1cnc(n1)C#N,0.2396
CC1CC(O)CNC1=O,0.2652
CCC(=O)C(=O)NC,0.1799
CN(C)c1c[nH]cc1O,0.232
c1nc(=O)nc(o1)C#N,0.1814
CC#CCC(C)(C)OC,0.2962
CC1=C(CCC1)C=O,0.1927
CCC1(CC(C1)O)CC,0.3251
c1coc(=NCC=O)o1,0.2116
CC(C1CO1)C(=O)C#C,0.1979
C#CC(=NO)C#CCO,0.1783
Cc1c(c(n[nH]1)C=O)O,0.1887
CCN(C=N)C(=N)C#N,0.1853
Cc1c(nno1)C(C)C,0.2248
C1C=CNC(=O)C(=O)O1,0.1807
C(C#N)C(C=O)C=O,0.2077
CCCC(C)CC#CC,0.3014
C1CN1C(C=O)C=O,0.2029
CCCC(=O)NCCC,0.2773
COCCC(F)(F)F,0.3487
CC1CCC=CC(C)=C1,0.1942
CCNc1c[nH]c(=O)o1,0.2326
CC(C)C(C#N)C(N)=O,0.2697
CC1CCCCOC=N1,0.2603
CCN1CC1C(C)CO,0.2954
OC(C=O)C1=NC=CO1,0.1985
CC(C)(C=O)N(C)C=O,0.2046
CC(C)C(O)C1CC1,0.3305
CC(C)C#CC#C,0.2318
CNc1c(ocn1)OC,0.1998
CC1(CC1(C)C#C)C#C,0.2747
CC1CC(C#C)C1=O,0.2134
NC1=C(N)N=CC(=N)O1,0.1455
CC1C(O)CC1CC#C,0.313
CC1(C)OC1C(N)=O,0.2626
CC1=CC(O)CN1C=O,0.2114
C(=O)(C(=N)NC(=O)N)N,0.2033
CCC(C)CC,0.3874
CCC(=O)CCO,0.2353
CC(O)C1=NON=C1C,0.2379
CC(C)n1cc[nH]c1=O,0.2308
CC(=N)OCC=O,0.2296
CCn1c(noc1=O)N,0.2578
COCC(=O)NC(=O)N,0.2343
Cc1c(cn[nH]1)CC=O,0.2077
CCC#CC#CCC=O,0.2
CCC(=O)C(C)CC#N,0.2312
c1c(nc(=O)oc1F)N,0.2129
CC1OC(OC1=O)C=O,0.2106
CC(C)c1nccn1C,0.246
CC1OC(=N)C1N(C)C,0.2457
C1C(CO1)(COC=O)O,0.254
COC1CC(C#N)C1C,0.2929
CC1=C(C[NH3+])OC([O-])=C1,0.1771
CN=C1OC(C)C1C,0.2782
CCc1c(c[nH]n1)C=O,0.2043
CN1CC=C(C1=O)C#N,0.1892
c1nc(c(c(=O)o1)O)N,0.1669
CCOC(CO)C#C,0.2886
CC(C)C(=NO)C(C)C,0.257
CC(C#N)C(C)C#N,0.338
Cc1c(nn[nH]1)C#C,0.2256
COCC(COC)C=O,0.2296
OCCC1CO1,0.343
CCC(C=O)C1(C)CC1,0.2191
N=C1NC=NOC1=N,0.1991
C#CC(=NO)CC=O,0.1935
OC(C#C)C1=NC=CO1,0.2428
CC(=NC)NC(=O)C=O,0.1676
Cn1cnc(=O)c(n1)O,0.1975
CC(C)C1CN1C(N)=O,0.2862
CN1C(C=O)C1(C)C=O,0.183
N=C1CN(CCO1)C=O,0.2579
C1CC1CNC(=N)C=O,0.1698
CCC(=O)NC(=O)CN,0.218
OC1COCCC=CC1,0.2596
CC#CC1(CC1)CCO,0.2861
CC(=O)C#CC#CCO,0.1849
CC1[NH2+]C1CC([O-])=O,0.2762
C#CC1OCCN=CO1,0.2545
Cc1cnn(n1)CC#N,0.247
NC1=NC(=N)ON=N1,0.1567
C#CC1CCCOCO1,0.294
CCCCCOC,0.3395
CC1(CN1)C(O)CC#N,0.3002
CCC(C#C)C(C)CO,0.3084
CNC(=O)C(C)CC=O,0.2229
COC(C)(CCO)C=O,0.2177
Cc1c([nH]c(c1O)O)C,0.2264
CCC(O)C1=NNC=N1,0.2563
OC1CC1C(F)(F)F,0.3287
CC1CC(CCC=O)O1,0.229
CC(N)C#N,0.2983
CCC1(CC1)C(O)C#N,0.3067
C#Cc1cc(c([nH]1)N)O,0.1815
CCC(C)(C)C#CC#N,0.2464
CCOC1C(C)CC1O,0.3086
CCOC=NC(C)CC,0.2707
CNc1ccn(c1)C=O,0.1628
CC(CO)C#CC(N)=O,0.2342
CCC1CN1CC#CC,0.2678
CCC(O)C(CO)C#C,0.3024
CC1C(=O)OCC=C1C,0.2557
CC(C)(C)C1COC1=O,0.2795
CC1(CO)COC1C=O,0.214
CCC1(C)CC(C1)C#N,0.331
C#CC(=O)n1cncn1,0.2018
CC(O)C1OCCC1=O,0.2115
O=C1C=CCOC1C#N,0.1811
OC(C#C)C1COCO1,0.2795
C#CC1NC1C#CC#N,0.2186
CC(C)C1OCCC=C1,0.2632
c1c(ncn1CCO)O,0.228
CC(C)c1c(cn[nH]1)O,0.2315
CC1NC=NC1C#N,0.25
CC1N(CC#N)C1(C)C,0.2678
Cc1c(c(c[nH]1)OC)O,0.2333
Cc1c[nH]c(c1N)CO,0.2176
OC1CC1CCCC=O,0.2285
O=CC(=O)C1CC1C#C,0.1547
Cn1ccc(cc1=O)N,0.1866
OC1CCC(O)C1C=O,0.2239
CC1NCC(C)(O)C1=O,0.1959
CC1(CC#N)OCC=C1,0.2481
CC1CCC(C)(C)C=C1,0.265
c1c(c(on1)CC#N)N,0.2038
COC(C)(C#N)C#CC,0.27
Cc1ccno1,0.2456
CC(C)C1N=COC1C,0.2667
[NH2+]=CNC1=CC(=O)N[CH-]1,0.074
CCCCCCC#N,0.3502
CC(C)(C)C#CC#N,0.2474
OCC1CCOC(=N)C1,0.2777
CN=C1C=CNC(O)=N1,0.1929
COC1CCOC1OC,0.3317
CC1(CC1O)C#CC#N,0.2259
OC1CCC(=O)CNC1,0.1993
COC1COC(=N)C1C,0.2851
CC1=C([O-])C(C[NH3+])=CO1,0.2139
CC(C)C1CC(=O)C1O,0.2235
CCC(CO)NC(C)=O,0.2776
CCOC(=N)C(=O)CC,0.201
CCC1N=COC1C=O,0.2153
C1CC(C1)COCCO,0.3409
CC1CC(C)CC(C)C1,0.3698
NC1=CC(=N)C(F)=NO1,0.1758
COC1(C)CC1C=O,0.2272
CC#CC1CCCC=C1,0.2577
CC(=O)NC1CNC1=O,0.2708
CC1CCOC(CO)C1,0.3375
N#CC#CCCC1CO1,0.2435
CCC(OC)C(N)C#N,0.2717
CC1CCC(O)C1=NO,0.2455
CC1(C)C(O)C1NC=O,0.2629
CCC(CCC#C)C#N,0.2955
CC(C)OC(C)CC=O,0.2218
CC1CN(C=O)C1C,0.2647
Cc1c(c[nH]n1)C(C)C,0.2587
CC(=O)NC(CO)C#C,0.2715
CC(CO)C1COC1C,0.3115
COCC(OC)C1CO1,0.3305
c1ccc(c(c1)CO)O,0.2217
CC(O)C(=O)C(C)CO,0.2319
COCC1(CC1O)C#C,0.2703
O=CCC1(CO1)C=O,0.2049
CC1(COC1=N)C#N,0.2822
C(COC(CO)CO)O,0.3242
CCC#CCCC(=O)N,0.2682
OC1(CC=CC1)C=O,0.2145
CC1(CCOCC1)C,0.318
COCC(C)C(N)C#N,0.2827
C(=O)C#CC#CC(=O)N,0.1741
c1c[nH]nc1CO,0.2649
[O-]N=C(C#N)C1CC[NH2+]1,0.1276
CCOc1nc([nH]n1)C,0.2472
C1CCC(C1)C#CC=O,0.2044
Cc1cccc(=O)nc1,0.1712
CC1NC(C)(C#N)C1O,0.2694
COCCC1CO1,0.3461
CC1(OCC1CO)C=O,0.2122
CCOc1cc[nH]c1O,0.2343
C(=O)C#CC(=O)NC=O,0.177
OC(C=O)C(=O)C#C,0.1898
OCC1C(O)C(=O)C1O,0.2144
C1C(=CC(=O)C1=O)C=O,0.1183
CC(C)(CO)OC(=O)N,0.318
CC#CC#C,0.2335
COC1COC(=O)C1=O,0.1567
CC(=O)C(=O)C1CC1O,0.1578
C1CC(=O)CNCC1=O,0.1898
CCC(C)C(CO)C#C,0.3031
CC(CO)N1C=NN=N1,0.2666
C1CC(=O)CC(=C1)C#N,0.2072
N#CCCC1CCCO1,0.2991
N=C1OC(C=O)=CC=N1,0.1369
CC(=O)C1CCC=C1,0.2145
CCC(=O)C#CC(=O)N,0.2021
OCC(O)C(O)CC#C,0.3039
CC1(C)CCC1(C)C=O,0.2219
CC1C(C#N)C(C)C1=O,0.2183
CC(=O)NC(=N)C(=O)N,0.1895
CC#CC(O)C1(C)CC1,0.2877
CC1(O)CC(C#C)C1=O,0.1979
CN1CCC(=O)C(O)C1,0.2015
CC1OC(=N)C1CCO,0.2871
CC(O)CC1CC(=O)O1,0.2858
CC1(CCC1)C(=O)C=O,0.1525
CC(=O)OC=NCCO,0.2297
CCC1CC(CO)C1,0.338
OC(CC#CC#N)C#N,0.2429
c1nn(c(=O)o1)C=O,0.2264
CN=C1C(=O)OCCO1,0.1962
CC1OC(CCO)C1O,0.3056
CC(NC=O)C1(O)CC1,0.2815
Cc1ccc(nc1N)F,0.2022
CC1OCCCOC1C,0.3222
CC#CCC1CCO1,0.2918
C(C(=O)C(=O)C=O)O,0.1174
CC#CC(C)(C)C(C)C,0.3061
CCC(C(C)=O)C(N)=O,0.2315
CNc1cnc(nc1)F,0.1745
CCC(COC)CC#N,0.3003
CC(CC=O)NC(N)=O,0.2269
Cc1c(nc(o1)C)CO,0.2301
C1COCCNC1=O,0.2665
CCc1c[nH]cc1N,0.2314
C[NH2+]CC(=O)C([O-])=O,0.1768
CC(C#N)C1NC1C=O,0.2215
O=C1CCOCC1C#C,0.2158
CC(C)(C)C#CCCO,0.3041
OC(COC=O)C#C,0.2843
CC#CC(C)CC1CC1,0.303
CNC(=O)CC(C)O,0.2726
CC1=CCC(=N)OC1=O,0.217
Cc1cocc1OC,0.2369
Cc1[nH]cc(n1)CC#C,0.246
CCn1cc(c(n1)N)N,0.2185
C#CC(C#C)(C#C)O,0.2593
NC(=O)C1COC1=N,0.2602
CCCc1ccon1,0.2551
CCC1(C)CC(C)C1C,0.3429
CCOCC1CN1C=O,0.26
COC1OC(C)C=C1,0.2607
CCC1(CN1)C#CC#C,0.2196
C#CC(C=O)(C#N)C#N,0.2203
CC(CC#C)C#CC=O,0.2042
CCC1(C=CCO1)CC,0.2481
CCCOCCC,0.3396
CC(C)(C)CC1(CC1)O,0.2977
O=CCC1CCOC1=O,0.2244
CC(C)N(C)C(=O)OC,0.2962
CC(C)OCC(C)C#N,0.3053
COCC1(CC1O)C#N,0.2771
O=CNC1COCC1=O,0.1966
CC1=C(C#N)C(O)CC1,0.2176
C#CC(CCO)CCO,0.3058
CC1CC1(C)CCC=O,0.228
Cc1cnn(c1O)C,0.2485
c1c(c([nH]c1O)C=O)N,0.1724
CCC(O)C1=CON=C1,0.2447
CC1CC1C(O)CC#N,0.3102
CCC1OC(=N)C(=O)O1,0.2228
CN(C=N)c1[nH]ncn1,0.2232
